🤺	شەمشەر, قىلىچ ئوينىتىش, قىلىچلىق كىشى, قىلىچۋاز
🏇	ئات, ئات بەيگىسى, بەيگە, كۆڭۈل ئېچىش
⛷️	قار, چاڭغا, چاڭغىچى
🏂️	قار, قار تاختا, قار تېيىلىش, چاڭغا
🏌️	توپ, گولف, گولفچى
🏌‍♂	ئەر, گولف, گولفچى ئەر
🏌‍♀	ئايال, گولف, گولفچى ئايال
🏄️	دولقۇن كەزگۈچى, كېزىش
🏄‍♂	ئەر, دولقۇن كەزگۈچى ئەر, كېزىش
🏄‍♀	ئايال, دولقۇن كەزگۈچى ئايال, كېزىش
🚣	ئۈزگۈچ, قېيىق, قېيىقچى
🚣‍♂	ئۈزگۈچ, ئەر, قېيىق, قېيىقچى ئەر
🚣‍♀	ئايال, ئۈزگۈچ, قېيىق, قېيىقچى ئايال
🏊️	ئۈزۈش, ئۈزۈۋاتقان كىشى
🏊‍♂	ئۈزۈش, ئۈزۈۋاتقان ئەر, ئەر
🏊‍♀	ئايال, ئۈزۈش, ئۈزۈۋاتقان ئايال
⛹️	توپ, توپ ئويناۋاتقان كىشى
⛹‍♂	ئەر, توپ, توپ ئويناۋاتقان ئەر
⛹‍♀	ئايال, توپ, توپ ئويناۋاتقان ئايال
🏋️	ئېغىر, ئېغىرلىق كۆتۈرگۈچى, كۆتۈرگۈچى
🏋‍♂	ئېغىرلىق كۆتۈرگۈچى, ئېغىرلىق كۆتۈرگۈچى ئەر, ئەر
🏋‍♀	ئايال, ئېغىرلىق كۆتۈرگۈچى, ئېغىرلىق كۆتۈرگۈچى ئايال
🚴	مىنىش, مىنگۈچى, ۋېلىسىپىت, ۋېلىسىپىتلىك كىشى
🚴‍♂	ئەر, مىنىش, مىنگۈچى, ۋېلىسىپىت, ۋېلىسىپىتلىك ئەر
🚴‍♀	ئايال, مىنىش, مىنگۈچى, ۋېلىسىپىت, ۋېلىسىپىتلىك ئايال
🚵	تاغ, تاغ ۋېلىسىپىتى مىنگەن كىشى, مىن, مىنگۈچى, ۋېلىسىپىت, ۋېلىسىپىتلىك
🚵‍♂	ئەر, تاغ, تاغ ۋېلىسىپىتى مىنگەن ئەر, مىنىش, مىنگۈچى, ۋېلىسىپىت
🚵‍♀	ئايال, تاغ, تاغ ۋېلىسىپىتى مىنگەن ئايال, مىنىش, مىنگۈچى, ۋېلىسىپىت
🤸	پەي سوزۇش, پەي سوزۇۋاتقان كىشى, گىمناستىكا
🤸‍♂	ئەر, پەي سوزۇش, پەي سوزۇۋاتقان ئەر, گىمناستىكا
🤸‍♀	ئايال, پەي سوزۇش, پەي سوزۇۋاتقان ئايال, گىمناستىكا
🤼	چېلىش, چېلىشىش, چېلىشچى
🤼‍♂	ئەر, ئەر چېلىشچى, چېلىشچى
🤼‍♀	ئايال, ئايال چېلىشچى, چېلىشچى
🤽	توپ, سۇ, سۇ توپى ئويناۋاتقانلار
🤽‍♂	ئەر, سۇ توپى, سۇ توپى ئويناۋاتقان ئەر
🤽‍♀	ئايال, سۇ توپى, سۇ توپى ئويناۋاتقان ئايال
🤾	توپ, قولتوپ, قولتوپ ئويناۋاتقان كىشى
🤾‍♂	ئەر, قولتوپ, قولتوپ ئويناۋاتقان ئەر
🤾‍♀	ئايال, قولتوپ, قولتوپ ئويناۋاتقان ئايال
🤹	تەڭپۇڭلۇق, شار ئويناش, شار ئوينىغۇچى, كۆپ ئىش قىلىش, ھۈنەر
🤹‍♂	ئەر, شار ئويناش, شار ئويناۋاتقان ئەر, كۆپ ئىش قىلىش
🤹‍♀	ئايال, شار ئويناش, شار ئويناۋاتقان ئايال, كۆپ ئىش قىلىش
🧘	تىنچلىنىش, يوگا, گىياھ ھەرىكەتلىك كىشى
🧘‍♂	تىنچلىنىش, يوگا, گىياھ ھەرىكەتلىك ئەر
🧘‍♀	تىنچلىنىش, يوگا, گىياھ ھەرىكەتلىك ئايال
🛀	يۇيۇش, يۇيۇنداق, يۇيۇنۇۋاتقان كىشى
🛌	ئۇخلاش, كارىۋاتتىكى كىشى, مېھمانخانا
👭	ئايال, تۇتۇش, جۈپ, قول, قول تۇتۇشقان ئاياللار
👫	ئايال, ئەر, تۇتۇش, جۈپ, قول, قول تۇتۇشقان ئەر-ئايال
👬	ئەر, تۇتۇش, جۈپ, قوشكېزەك, قوشماق, قول, قول تۇتۇشقان ئەرلەر, مۆچەل
💏	جۈپ, سۆيۈش
💑	جۈپ, سۆيگۈ, مۇھەببەت, يۈرەكلىك جۈپلەر
👪️	ئائىلە
🗣️	باش, سايە, سۆزلەش, سۆزلەۋاتقان باش, چىراي, گەپ
👤	سايە, كىشى سايىسى, ھەيكەل
👥	سايە, كىشىلەرنىڭ سايىسى, ھەيكەل
👣	ئاياغ ئىزى, ئىز, كىيىم
🐵	مايمۇن, مايمۇن چىراي, چىراي
🐒	مايمۇن
🦍	گورىللا
🐶	ئىت, ئىت چىراي, ئەرمەك, چىراي
🐕️	ئىت, ئەرمەك
🐩	ئىت, شىر ئىت
🐺	بۆرە, بۆرە يۈز, چىراي
🦊	تۈلكە, تۈلكە چىراي, چىراي
🐱	ئەرمەك, مۈشۈك, مۈشۈك چىراي, چىراي
🐈️	ئەرمەك, مۈشۈك
🦁	ئارسلان, شىر, شىر چىراي, مۆچەل, چىراي
🐯	يولۋاس, يولۋاس چىراي, چىراي
🐅	يولۋاس
🐆	قاپلان
🐴	ئات, ئات چىراي, چىراي
🐎	ئات, بەيگە, بەيگە ئېتى, چەۋەنداز
🦄	قوناق, قوناق چىراي, چىراي
🦓	تارتىم, تاغىلئات
🦌	بۇغا
🐮	ئىنەك, ئىنەك چىراي, چىراي
🐂	ئۆكۈز, ئۇي, بۇقا, مۆچەل
🐃	سۇ, سۇ كالىسى, كالا
🐄	ئىنەك
🐷	چوشقا, چوشقا چىراي, چىراي
🐖	چوشقا, چىشى چوشقا
🐗	توڭگۇز, چوشقا
🐽	بۇرۇن, چوشقا, چوشقا بۇرۇن, چىراي
🐏	ئەركەك, قوشقار, قوي, مۆچەل, ھەمەل
🐑	ساغلىق, قوي, چىشى
🐐	ئوغلاق, ئۆچكە, مۆچەل
🐪	بىر لوككا, تۆگە, دوك
🐫	تۆگە, قوش لوككا, قوش لوككىلىق تۆگە, لوككا
🦒	زىراپە, نۇقتىلار
🐘	پىل
🦏	كەركىدان
🐭	چاشقان, چاشقان چىراي, چىراي
🐁	چاشقان
🐀	تورقا
🐹	ئەرمەك, تورقا, تورقا چىراي, چىراي
🐰	ئەرمەك, بۆجەن, توشقان, توشقان چىراي, چىراي
🐇	ئەرمەك, توشقان
🐿️	چىپار تىيىن
🦔	تىكەنلىك, كىرپە
🦇	شەپەرەڭ, قانخور
🐻	ئېيىق, ئېيىق چىراي, چىراي
🐨	ئېيىق, خالتائېيىق
🐼	مۈشۈكئېيىق, مۈشۈكئېيىق چىراي, چىراي
🐾	ئىز, پۇت, پەنجە, پەنجە ئىزى
🦃	قۇش, ياۋا توخۇ
🐔	توخۇ, قۇش
🐓	خوراز, قۇش
🐣	بالا, توخۇ, تۇخۇمدىن چىققان چۆجە, تۇخۇمدىن چىقىش, قۇش
🐤	بوۋاق, توخۇ, قۇش, چۆجە
🐥	ئالدىچە چۆجە, بوۋاق, توخۇ, قۇش
🐦️	قۇش
🐧	قۇش, پىنگۋىن
🕊️	ئۇچۇش, تىنچلىق, قۇش, كەپتەر
🦅	بۈركۈت, قۇش
🦆	ئۆردەك, قۇش
🦉	ئەقىللىق, قۇش, مۈشۈكياپىلاق
🐸	پاقا, پاقا چىراي, چىراي
🐊	تىمساھ
🐢	تاشپاقا, سۇ تاشپاقىسى, قاپ
🦎	ئۆمىلىگۈچى, كەسلەنچۈك
🐍	ئەجدىھا, تۇرۇش, مۆچەل, يىلان
🐲	ئەجدىھا, ئەجدىھا چىراي, چىراي, چۆچەك
🐉	ئەجدىھا, چۆچەك
🦕	برونتوزاۋر, بىرونتوزاۋر, دىپلودوكۇس, كەسلەنچۈك پۇتلۇقلار
🦖	ت-رېكس, تىراننوزاۋر رېكس
🐳	كىت, پۇشقۇرۇش, پۇشقۇرۇۋاتقان كىت, چىراي
🐋	كىت
🐬	دېلفىن, پالاقچە
🐟️	بېلىق, مۆچەل
🐠	ئىسسىق, ئىسسىق بەلباغ بېلىقى, بېلىق
🐡	بېلىق, توقماق بېلىق
🦈	بېلىق, لەھەڭ
🐙	سەككىز ئاياغ
🐚	قاسراق, قاپ, قۇلۇلە قېپى
🐌	قۇلۇلە
🦋	قۇرت, كېپىنەك, چىرايلىق, ھاشارات
🐛	قۇرت, ھاشارات
🐜	چۈمۈلە, ھاشارات
🐝	ھاشارات, ھەرە, ھەسەل ھەرىسى
🐞	خانقىز, قىز قۇرت, قىز قۇش, قۇرت, پىت
🦗	ياچىۋەك, پالاقتوپ
🕷️	ئۆمۈچۈك, ھاشارات
🕸️	ئۆمۈچۈك, ئۆمۈچۈك تورى, تور
🦂	ئېشەك, مۆچەل, چايان
💐	چېچەك, گۈلدەستە
🌸	غۇنچە, گىلاس, گىلاس چېچىكى, گۈل
💮	ئاق گۈل, چېچەك
🏵️	ئۆسۈملۈك, ئەتىر
🌹	ئەتىرگۈل, چېچەك
🥀	سۇلغان گۈل, سۇلۇش, گۈل
🌺	چېچەك, چېچەكياغاچ
🌻	ئاپتاپپەرەس, كۈن, چېچەك
🌼	چېچەك
🌷	كۈركۈم, چېچەك
🌱	مايسا, ياش
🌲	ئارچا, دەرەخ
🌳	تاشلاش, دەرەخ, ياپراق, يوپۇرماق تاشلار
🌴	دەرەخ, پالما
🌵	ئۆسۈملۈك, كاكتۇس
🌾	دان, شال, قۇلاق, گۈرۈچ
🌿	ئوت-چۆپ, يوپۇرماق
☘️	ئۆسۈملۈك, ئۈچقۇلاق
🍀	4, تۆت, تۆتياپراق, ياپراق, يوپۇرماق
🍁	ئېرەن, ئېرەن يوپۇرمىقى, يوپۇرماق, چۈشۈش
🍂	يوپۇرماق, چۈشكەن يوپۇرماق, چۈشۈش
🍃	شامال, لەيلىگەن يوپۇرماق, لەيلەش, لەپىلدەش, يوپۇرماق
🍇	ئۈزۈم, مېۋە
🍈	قوغۇن, مېۋە
🍉	تاۋۇز, مېۋە
🍊	ئاپېلسىن, مېۋە
🍋	سىترۇس, لېمون, مېۋە
🍌	بانان, مېۋە
🍍	ئاناناس, مېۋە
🍎	ئالما, قىزىل, قىزىل ئالما, مېۋە
🍏	ئالما, مېۋە, يېشىل, يېشىل ئالما
🍐	مېۋە, نەشپۈت
🍑	شاپتۇل, مېۋە
🍒	مېۋە, گىلاس
🍓	بۆلجۈرگەن, مېۋە
🥝	مايمۇن, مايمۇن شاپتۇلى, مېۋە, يېمەكلىك
🍅	كۆكتات, مېۋە, پەمىدۇر
🥥	ئاناناس, كوكۇس, پىنا كولادا
🥑	ئاۋوكادو, مېۋە, يېمەكلىك
🍆	كۆكتات, پىدىگەن
🥔	بەرەڭگە, كۆكتات, يېمەكلىك
🥕	سەۋزە, كۆكتات, يېمەكلىك
🌽	سىرلىق, قوناق, قوناق قۇلىقى, قۇلاق, كۆممىقوناق
🌶️	ئاچچىق مۇچ, قىزىق, مۇچ
🥒	ئاچچىق تەرخەمەك, تەرخەمەك, كۆكتات, يېمەكلىك
🥦	ياۋا يېسىۋېلەك, يېشىل-چېچەك
🍄	ئېشەكمەدىكى, يەر مەدىكى
🥜	خاسىڭ, كۆكتات, يەر ياڭىقى
🌰	ئۆسۈملۈك, كاشتان
🍞	نان, پارچە
🥐	بولكا, فىرانسۇزچە, مۈڭگۈز, مۈڭگۈز بولكا, يۆگەم, يېمەكلىك
🥖	بولكا, فىرانسۇزچە, فىرانسۇزچە بولكا, نان, يېمەكلىك
🥨	تولغانغان, يۈرەكبولكا
🥞	تورت, تۈرمەل, قازان كاكچىسى, قىزىق, يېمەكلىك
🧀	پىشلاق, پىشلاق پارچىسى
🍖	سۆڭەك, سۆڭەكلىك گۆش, گۆش
🍗	توخۇ, سۆڭەك, پۇت, پۇت گۆش, گۆش
🥩	توغرام, قوي گۆشى, پارچىسى, چوشقا گۆشى, گۆش پارچىسى
🥓	كاۋاپ, يېمەكلىك, چوشقا كاۋىپى, گۆش
🍔	ياپما بولكا, ھامبۇرگ بولكىسى
🍟	فىرانسۇزچە, فىرانسۇزچە قىزارتما, قىزارتما
🍕	پارچە, پىتسا, پىشلاق
🌭	خوت دوگ, خوتدوگ, فىرانكفۇرتېر, قېزا
🥪	ساندۋىچ, نان
🌮	تاكو, مېكسىكىچە
🌯	ئوراق, قىيما, مېكسىكا
🥙	تۈگۈك, تۈگۈك بولكا, جىرو, فالافېل, كاۋاپ, يېمەكلىك
🥚	تۇخۇم, يېمەكلىك
🍳	تۇخۇم, ساپلىق, قورۇش, پىشۇرۇش
🥘	تېيىز, تەخسە, قازان, لېگەن, لېگەنلىك يېمەكلىك, يېمەكلىك
🍲	دۈملەش, قازان, قازاندىكى ئاش
🥣	ئاش, ئۇماچ, قوشۇقلۇق قاچا, ناشتا
🥗	سالات, يېشىل, يېشىل سالات, يېمەكلىك
🍿	ئېتىلدۇرما
🥫	قۇتا, قۇتىلىق يېمەكلىك
🍱	ئاش, ئەپلىك ئاش, قاچا
🍘	ئېتىلدۇرما, گۈرۈچ, گۈرۈچ ئېتىلدۇرمىسى
🍙	توپ, ياپونچە, گۈرۈچ, گۈرۈچ توپ
🍚	پىشىق, پىشىق گۈرۈچ, گۈرۈچ
🍛	قورۇغان, قورۇغان گۈرۈچ, گۈرۈچ
🍜	ئۈگرە, قاچا, لەغمەن, ھور, ھورلۇق قاچا
🍝	ئىتالىيە چۆپى, ئۇن تائام
🍠	بەرەڭگە, تاتلىق, تاتلىق بەرەڭگە قىزارتمىسى, قورۇلغان
🍢	ئودېن, دېڭىز يېمەكلىكلىرى, دەستە, زىق, كاۋاپ
🍣	سۇشى
🍤	تېمپۇرا, دېڭىز, راك, قاقلانغان, قورۇلغان راك
🍥	ئۇن, بېلىق, تورت, يۆگىمەچ, يۆگىمەچ بېلىق پىشۇرۇقى
🍡	تاتلىق, دانگو, دەستە, زىقلىق, ياپونچە, پىشۇرۇق
🥟	بەنشىرە, تۈگرە, تۈگۈك, جۇۋاۋا, قازانلىق
🥠	بىشارەت, تەلەي پىشۇرقى
🥡	قۇلۇلە قاپ, قەغەز قاپ
🦀	سەرەتان, قىسقۇچپاقا, مۆچەل
🦐	راك, قاسراقلىق بېلىق, كىچىك, يېمەكلىك
🦑	سىياھ, قاراقچىبېلىق, يۇمشاق, يېمەكلىك
🍦	تاتلىق, قايماق, مۇز, مۇزقايماق, يۇمشاق, يۇمشاق مۇزقايماق, پىشۇرۇق
🍧	تاتلىق, قىرغان مۇز, قىرىش, مۇز, پىشۇرۇق
🍨	تاتلىق, قايماق, مۇز, مۇزقايماق, يانئاش
🍩	تاتلىق, پىشۇرۇق, ھالقا, ھالقا پىشۇرۇق
🍪	تاتلىق, پىشۇرۇق
🎂	ئۇن, تاتلىق, تورت, تۇغۇلغان كۈن, تۇغۇلغان كۈن تورتى, تەبرىكلەش, پىشۇرۇق
🍰	ئۇن, تاتلىق, تورت, كىچىك تورت, پارچە, پىشۇرۇق
🥧	خېمىر, قىيما, پۆرە
🍫	تاتلىق, تالچە, شاكىلات, قەلەمچە شاكىلات, پىشۇرۇق
🍬	تاتلىق, كەمپۈت, پىشۇرۇق
🍭	تاتلىق, ساپاقلىق كەمپۈت, كەمپۈت, پىشۇرۇق
🍮	ئۇيۇتما, تاتلىق, قايماق ئۇيۇتمىسى, پىشۇرۇق
🍯	تاتلىق, قاچا, ھەسەل, ھەسەل قاچىسى
🍼	ئىچىملىك, ئېمىزگۈ قۇتا, بوتۇلكا, بوۋاق, سۈت
🥛	ئىستاكان, ئىچىملىك, بىر قاچا سۈت, سۈت
☕️	ئىسسىق ئىچىملىك, ئىچكۈ, ئىچىملىك, قىزىق, قەھۋە, چاي, ھور
🍵	ئىچكۈ, ئىچىملىك, پىيالە, چاي, چاي پىيالىسى
🍶	ئىچكۈ, ئىچىملىك, بوتۇلكا, ساكەي, قاچا, قاۋاق
🍾	ئىچكۈ, ئېغىز, بوتۇلكا, قاۋاق, ياغاچ, ياغاچ تۇۋاقلىق بوتۇلكا
🍷	ئىچكۈ, ئىچىملىك, رومكا, قاۋاق, ھاراق, ھاراق رومكىسى
🍸️	ئىچىملك, رومكا, قەلەمچە, كوكتېل, كوكتېل رومكىسى
🍹	ئىسسىق, ئىسسىق بەلباغ ئىچىملىكى, ئىچىملىك, قاۋاق
🍺	ئىستاكان, ئىچىملىك, قاۋاق, پىۋا, پىۋا رومكىسى
🍻	ئىستاكان, سوقۇش, قاۋاق, پىۋا, پىۋا سوقۇشتۇرۇش
🥂	ئىچىش, تەبرىكلەش, رومكا, رومكا سوقۇشتۇرۇش, سوقۇشتۇرۇش
🥃	ئەينەك, ئەينەك رومكا, رومكا, قەدەھ, ھاراق, ۋىسكى
🥤	سودا, سۈمۈرگۈچلۈك قاچا, شەربەت
🥢	چوكا, ھاشى
🍽️	ئارا, ئارا-پىچاق ۋە تەخسە, تاماق ئېتىش, تەخسە, پىچاق
🍴	ئارا, ئارا ۋە پىچاق, تاماق ئېتىش, پىچاق
🥄	داستىخان, قوشۇق
🔪	ئاشخانا پىچىقى, تاماق ئېتىش, جابدۇق, قورال, قىڭراق, پىچاق
🏺	ئىچىملىك, تاماق ئېتىش, سايمان, سوغلا, قاچا, قورال, لوڭقا, مۆچەل
🌍	ئافرىقا, دۇنيا, ياۋروپا, ياۋروپا-ئافرىقىنى كۆرسەتكەن گىلوبۇس, يەرشارى, گىلوبۇس
🌎️	ئامېرىكا, ئىككى ئامېرىكىنى كۆرسەتكەن گىلوبۇس, دۇنيا, يەرشارى, گىلوبۇس
🌏	ئاسىيا, ئاسىيا-ئاۋسترالىيەنى كۆرسەتكەن گىلوبۇس, ئاۋسترالىيە, دۇنيا, يەرشارى, گىلوبۇس
🌐	دۇنيا, مېردىيان, مېردىيانلىق گىلوبۇس, يەرشارى, گىلوبۇس
🗺️	خەرىتە, دۇنيا, دۇنيا خەرىتىسى
🗾	خەرىتە, ياپونىيە, ياپونىيە خەرىتىسى
🏔️	تاغ, سوغۇق, قار, قارلىق تاغ
⛰️	تاغ
🌋	ئۆرلەش, تاغ, يانارتاغ
🗻	تاغ, فۇجى, فۇجى تېغى
🏕️	دالىدا قونۇش
🏖️	قىرغاق, قىرغاق ۋە كۈنلۈك, كۈنلۈك
🏜️	قۇملۇق
🏝️	ئارال, قۇملۇق, قۇملۇق ئارال
🏞️	باغچا, دۆلەتلىك باغچا
🏟️	تەنتەربىيە مەيدانى
🏛️	قەدىمىي قۇرۇلۇش, كىلاسسىك
🏗️	بىنا قۇرۇلۇشى, قۇرۇلۇش
🏘️	ئۆي تۇرالغۇ
🏚️	ئۆي, تاشلاندۇق, تاشلاندۇق ئۆي
🏠️	ئائىلە, ئۆي, قورۇ
🏡	ئۆي, باغ, تۇرالغۇ, گۈللۈك ئۆي
🏢	ئىشخانا بىناسى, بىنا
🏣	ياپونچە, ياپونچە پوچتىخانا, پوچتىخانا
🏤	ياۋروپاچە, پوچتىخانا
🏥	دوختۇر, دوختۇرخانا, دورا
🏦	بانكا, بىنا
🏨	بىنا, مېھمانساراي
🏩	ئاشىق-مەشۇقلار مېھمانسارىيى, سۆيگۈ, مېھمانساراي
🏪	دۇكان, قولاي, قولاي دۇكان
🏫	بىنا, مەكتەپ
🏬	بۆلۈم, تۈرلۈك ماللار ماگزىنى, ماگزىن
🏭️	بىنا, زاۋۇت
🏯	قەلئە, ياپونچە, ياپونچە قەلئە
🏰	قەلئە, ياۋروپاچە
💒	ئىبادەتخانا, توي, رومانتىك
🗼	توكيو, توكيو مۇنارى, مۇنار
🗽	ئەركىنلىك, ئەركىنلىك ھەيكىلى, ھەيكەل
⛪️	خىرىستىيان, دىن, كىرېست, چېركاۋ
🕌	ئىسلام, دىن, مۇسۇلمان, مەسچىت
🕍	ئىبادەتخانا, ئىسرائىل, دىن, سىناگوگ, يەھۇدى
⛩️	ئىبادەتخانا, دىن, شىنتو, شىنتو ئىبادەتخانىسى
🕋	ئىسلام, دىن, كەبە, مۇسۇلمان
⛲️	ئوقبۇلاق
⛺️	دالىدا قونۇش, چېدىر
🌁	تۇمان, تۇمانلىق
🌃	كېچە, يۇلتۇز, يۇلتۇزلۇق كېچە
🏙️	شەھەر, شەھەر مەنزىرىسى
🌄	ئەتىگەن, تاغ, تاغدىن كۈن چىقىش, كۈن, چىقىش
🌅	ئەتىگەن, كۈن, كۈن چىقىش
🌆	ئۇپۇق, شەھەر, كۈن, كۈن پېتىش, كەچ, گۇگۇم, گۇگۇمدىكى شەھەر
🌇	كۈن, كۈن پېتىش, گۇگۇم
🌉	كۆۋرۈك, كېچىدىكى كۆۋرۈك, كېچە
♨️	ئىسسىق بۇلاق, ئىسسىق سۇ, بۇلاق, قىزىق, ھور
🎠	ئايلانما, ئايلانما ئۆي, ئۆي
🎡	ئويۇن چاقپەلىكى, كۆڭۈل ئېچىش, چاق, چۆرۈلمە
🎢	ئايلانما, كۆڭۈل ئېچىش, ھاھۇ پەلەك
💈	تۈۋرۈك, ساتراچ, ساتراچ تۈۋرۈكى, چاچ ياساش
🎪	سېرىك, سېرىك چېدىرى, چېدىرى
🚂	رېلىس, موتور, پاراۋۇز, پويىز, ھور
🚃	توكلۇق, تىراللىبۇس, تىرامۋاي, تۆمۈريول, ماشىنا, پويىز, ۋاگون
🚄	تۆمۈريول, تېز پويىز, تېزلىك, شىنكانسېن, پويىز
🚅	ئوق, تۆمۈريول, تېز سۈرئەتلىك ئوقپويىز, تېزلىك, شىنكانسېن, پويىز
🚆	تۆمۈريول, پويىز
🚇️	مېترو, يەر ئاستى يولى
🚈	تۆمۈريول, يېنىك تۆمۈريول
🚉	تۆمۈر يول, پويىز, ۋوگزال
🚊	تىراللىبۇس, تىرامۋاي
🚝	ئاپتوموبىل, بىررېلىس
🚞	تاغ, تاغ تۆمۈريولى, تۆمۈر يول, ماشىنا
🚋	تىراللىبۇس, تىرامۋاي, تىرامۋاي ماشىنا, ماشىنا
🚌	ئاپتوبۇس, ئاپتوموبىل
🚍️	ئاپتوبۇس, كېلىۋاتقان, كېلىۋاتقان ئاپتوبۇس
🚎	ئاپتوبۇس, تىراللىبۇس, تىرامۋاي
🚐	ئاپتوبۇس, مىنىبۇس
🚑️	ئاپتوموبىل, قۇتقۇزۇش ماشىنىسى
🚒	ئوت, ئوت ئۆچۈرۈش ماشىنىسى, موتور, يۈك ماشىنىسى
🚓	ساقچى, ساقچى ماشىنىسى, ماشىنا, چارلاش
🚔️	ساقچى, كېلىۋاتقان ساقچى ماشىنىسى, كەلگەن, ماشىنا
🚕	ئاپتوموبىل, تاكسى
🚖	تاكسى, كېلىۋاتقان تاكسى, كەل
🚗	ئاپتوموبىل, ماشىنا
🚘️	ئاپتوموبىل, كېلىۋاتقان ئاپتوموبىل, كەل, ماشىنا
🚙	ئۆيلۈك, تەنتەربىيە قورالى, دالا ماشىنىسى
🚚	ماشىنىسى, مال, مال ماشىنىسى
🚛	يۈك ماشىنىسى, يېرىم, چاتما, چاتما مال ماشىنىسى
🚜	ئاپتوموبىل, تىراكتور
🏎️	ماشىنا, مۇسابىقە, مۇسابىقە ماشىنىسى
🏍️	موتوسىكلىت, مۇسابىقە
🛵	كىچىك موتوسىكلىت, موتورلۇق, ۋېلىسىپىت
🚲️	ۋېلىسىپىت
🛴	توكسىكلىت, تېيىلغۇ, چاقلىق تېيىلغۇ
🚏	ئاپتوبۇس, ئاپتوبۇس بېكىتى, بېكەت, تۇراق
🛣️	تېز سۈرئەتلىك يول, موتورلۇق قاتناش يولى, يول
🛤️	تۆمۈر يول, پويىز
🛢️	كۈپ, ماي, ماي كۈپى
⛽️	ماي, ماي ناسوسى, مايئاتقۇ, ناسوس, پونكىت, گاز
🚨	ساقچى, ساقچى ماشىنىسىنىڭ چىرىقى, سىگنال, لاپلۇپ, ماشىنا, چىراق
🚥	تۈز قاتناش چىرىقى, سىگنال, قاتناش, چىراق
🚦	تىك قاتناش چىرىقى, سىگنال, قاتناش, چىراق
🛑	بەلگە, توختاش, توختاش بەلگىسى, سەككىز تەرەپ
🚧	توسۇق, قۇرۇلۇش
⚓️	قورال, كېمە, لەڭگەر
⛵️	دېڭىز, ساياھەت, قېيىق, كېمە
🛶	قولۋاق, قېيىق
🚤	تېز قېيىق, قېيىق
🛳️	كېمە, يولۇچى, يولۇچىلار كېمىسى
⛴️	ساياھەت كېمىسى, قېيىق, يولۇچى
🛥️	قېيىق, موتور, موتورلۇق قېيىق
🚢	قېيىق, كېمە, يولۇچى
✈️	ئايروپىلان, ئۇچقۇ
🛩️	ئايروپىلان, ئۇچقۇ, كىچىك ئايروپىلان
🛫	ئايروپىلان, ئايروپىلان ئۇچۇش, ئۇچقۇ, ئۇچۇش, بېلەت تەكشۈرۈش, مېڭىش
🛬	ئايروپىلان, ئايروپىلان قونۇش, ئۇچقۇ, بېرىش, قونۇش, كېلىش
💺	ئورۇن, ئورۇندۇق
🚁	ئاپتوموبىل, تىكئۇچار
🚟	ئاسما, ئاسما پويىز, تۆمۈريول
🚠	ئېسىق, تاغ, تاغ ئاسما يولى, سىم
🚡	ئاسما تىرامۋاي, ئېسىق, تىرامۋاي, سىم, ماشىنا, ھاۋا
🛰️	بوشلۇق, سۈنئىي ھەمراھ
🚀	بوشلۇق, راكېتا
🛸	UFO, ئۇچار تەخسە
🛎️	قوڭغۇراق, مېھمانخانا, يۈكتاقچى, يۈكتاقچى قوڭغۇرىقى
⌛️	سائەت, قۇم, قۇمسائەت
⏳️	ئەينەك, سائەت, قۇم, قۇم ئېقىۋاتقان قۇمسائەت
⌚️	سائەت
⏰	سائەت, قوڭغۇراق, قوڭغۇراق سائەت
⏱️	سائەت, ۋاقىت سانىغۇچ
⏲️	سائەت, ۋاقىتچى, ۋاقىتچى سائەت
🕰️	تام سائەت, سائەت
🕛️	00, 12, 12:00, ئون ئىككى, سائەت, سائەت ئون ئىككى
🕧	12, 12:30, 30, ئوتتۇز, ئون ئىككى, ئون ئىككى يېرىم, سائەت
🕐️	00, 1, 1:00, بىر, سائەت, سائەت بىر
🕜	1, 1:30, 30, ئوتتۇز, بىر, بىر يېرىم, سائەت
🕑️	00, 2, 2:00, ئىككى, سائەت, سائەت ئىككى
🕝	2, 2:30, 30, ئوتتۇز, ئىككى, ئىككى يېرىم, سائەت
🕒️	00, 3, 3:00, ئۈچ, سائەت, سائەت ئۈچ
🕞	3, 30, 3:30, ئوتتۇز, ئۈچ, ئۈچ يېرىم, سائەت
🕓️	00, 4, 4:00, تۆت, سائەت, سائەت تۆت
🕟	30, 4, 4:30, ئوتتۇز, تۆت, تۆت يېرىم, سائەت
🕔️	00, 5, 5:00, بەش, سائەت, سائەت بەش
🕠	30, 5, 5:30, ئوتتۇز, بەش, بەش يېرىم, سائەت
🕕️	00, 6, 6:00, ئالتە, سائەت, سائەت ئالتە
🕡	30, 6, 6:30, ئالتە, ئالتە يېرىم, ئوتتۇز, سائەت
🕖️	00, 7, 7:00, سائەت, سائەت يەتتە, يەتتە
🕢	30, 7, 7:30, ئوتتۇز, سائەت, يەتتە, يەتتە يېرىم
🕗️	00, 8, 8:00, سائەت, سائەت سەككىز, سەككىز
🕣	30, 8, 8:30, ئوتتۇز, سائەت, سەككىز, سەككىز يېرىم
🕘️	00, 9, 9:00, توققۇز, سائەت, سائەت توققۇز
🕤	30, 9, 9:30, ئوتتۇز, توققۇز, توققۇز يېرىم, سائەت
🕙️	00, 10, 10:00, ئون, سائەت, سائەت ئون
🕥	10, 10:30, 30, ئوتتۇز, ئون, ئون يېرىم, سائەت
